1394046469.68, 14:07 on Mar 05 201444.0, 40, 30.15, 21, 0.00
1394050069.45, 15:07 on Mar 05 201442.7, 40, 30.14, 20, 0.00
1394053668.9, 16:07 on Mar 05 201443.5, 41, 30.15, 21, 0.00
1394057268.67, 17:07 on Mar 05 201442.2, 42, 30.17, 21, 0.00
1394060869.4, 18:07 on Mar 05 201439.6, 47, 30.21, 21, 0.00
1394064468.96, 19:07 on Mar 05 201435.9, 53, 30.21, 20, 0.00
1394068068.81, 20:07 on Mar 05 201434.9, 56, 30.23, 21, 0.00
1394071668.92, 21:07 on Mar 05 201431.7, 68, 30.25, 22, 0.00
1394104456.68, 06:14 on Mar 06 201430.4, 63, 30.34, 19, 0.00
1394108056.44, 07:14 on Mar 06 201430.7, 67, 30.37, 21, 0.00
1394111656.04, 08:14 on Mar 06 201432.7, 63, 30.38, 22, 0.00
1394115255.25, 09:14 on Mar 06 201435.9, 58, 30.39, 23, 0.00
1394118854.93, 10:14 on Mar 06 201439.2, 52, 30.37, 23, 0.00
1394122455.1, 11:14 on Mar 06 201440.4, 50, 30.35, 23, 0.00
1394126054.82, 12:14 on Mar 06 201440.8, 51, 30.35, 24, 0.00
1394129655.05, 13:14 on Mar 06 201440.9, 55, 30.31, 26, 0.00
1394133254.43, 14:14 on Mar 06 201440.7, 59, 30.30, 28, 0.00
1394136854.42, 15:14 on Mar 06 201439.5, 62, 30.26, 28, 0.00
1394140454.29, 16:14 on Mar 06 201438.3, 65, 30.26, 28, 0.00
1394144056.39, 17:14 on Mar 06 201434.4, 84, 30.26, 30, 0.00
1394147656.06, 18:14 on Mar 06 201433.4, 91, 30.27, 31, 0.07
1394151255.02, 19:14 on Mar 06 201432.7, 93, 30.24, 31, 0.08
1394154854.46, 20:14 on Mar 06 201432.3, 94, 30.22, 31, 0.08
1394164926.43, 23:02 on Mar 06 201431.9, 95, 30.17, 31, 0.08
1394195925.45, 07:38 on Mar 07 201432.4, 96, 29.96, 31, 0.13
1394199618.26, 08:40 on Mar 07 201432.5, 96, 29.98, 32, 0.07
1394203217.73, 09:40 on Mar 07 201432.6, 96, 29.98, 32, 0.16
1394206817.8, 10:40 on Mar 07 201433.0, 96, 29.98, 32, 0.17
1394210417.62, 11:40 on Mar 07 201433.4, 96, 29.97, 32, 0.15
1394214017.55, 12:40 on Mar 07 201433.7, 96, 29.95, 33, 0.15
1394217617.42, 13:40 on Mar 07 201434.1, 96, 29.92, 33, 0.22
1394221217.76, 14:40 on Mar 07 201434.7, 96, 29.90, 34, 0.26
1394224817.52, 15:40 on Mar 07 201434.9, 96, 29.88, 34, 0.12
1394228417.48, 16:40 on Mar 07 201435.2, 96, 29.89, 34, 0.05
1394232020.9, 17:40 on Mar 07 201435.3, 95, 29.90, 34, 0.00
1394235617.72, 18:40 on Mar 07 201434.8, 95, 29.92, 34, 0.00
1394239217.32, 19:40 on Mar 07 201434.2, 96, 29.92, 33, 0.00
1394242817.39, 20:40 on Mar 07 201433.9, 97, 29.92, 33, 0.00
1394280739.03, 07:12 on Mar 08 201429.8, 98, 30.04, 29, 0.00
1394284338.68, 08:12 on Mar 08 201433.7, 98, 30.07, 33, 0.00
1394287941.84, 09:12 on Mar 08 201443.8, 85, 30.08, 40, 0.00
1394291537.12, 10:12 on Mar 08 201449.7, 77, 30.08, 43, 0.00
1394295138.15, 11:12 on Mar 08 201456.7, 68, 30.08, 46, 0.00
1394298736.51, 12:12 on Mar 08 201462.7, 57, 30.05, 47, 0.00
1394302336.19, 13:12 on Mar 08 201465.7, 49, 30.02, 46, 0.00
1394305935.62, 14:12 on Mar 08 201467.5, 47, 29.99, 46, 0.00
1394310371.39, 15:26 on Mar 08 201468.6, 41, 29.97, 44, 0.00
1394313970.8, 16:26 on Mar 08 201468.2, 40, 29.96, 43, 0.00
1394317572.21, 17:26 on Mar 08 201465.2, 43, 29.96, 42, 0.00
1394321172.42, 18:26 on Mar 08 201461.9, 48, 29.97, 42, 0.00
1394324772.89, 19:26 on Mar 08 201457.8, 57, 29.99, 43, 0.00
1394328372.96, 20:26 on Mar 08 201455.4, 62, 30.01, 43, 0.00
1394339038.33, 23:23 on Mar 08 201448.8, 79, 29.98, 43, 0.00
1394400037.69, 17:20 on Mar 09 201466.3, 35, 30.02, 38, 0.00
1394404632.53, 18:37 on Mar 09 201461.6, 40, 30.02, 37, 0.00
1394452824.08, 08:00 on Mar 10 201435.5, 94, 29.97, 34, 0.00
1394456423.89, 09:00 on Mar 10 201441.5, 86, 29.98, 38, 0.00
1394460022.64, 10:00 on Mar 10 201456.7, 49, 29.98, 38, 0.00
1394463623.01, 11:00 on Mar 10 201462.5, 37, 29.97, 36, 0.00
1394467223.29, 12:00 on Mar 10 201466.8, 25, 29.95, 30, 0.00
1394470823.57, 13:00 on Mar 10 201469.6, 22, 29.93, 29, 0.00
1394474423.93, 14:00 on Mar 10 201471.3, 21, 29.90, 29, 0.00
