
1383231561.070972,14:59 on Oct 31 2013,64
1383235165.667758,15:59 on Oct 31 2013,70
1383238770.269648,16:59 on Oct 31 2013,72
1383242374.805866,17:59 on Oct 31 2013,73
1383245979.436643,18:59 on Oct 31 2013,73
1383249584.129574,19:59 on Oct 31 2013,73
1383253188.898011,20:59 on Oct 31 2013,71
1383256793.931278,21:59 on Oct 31 2013,70
1383260398.762476,23:00 on Oct 31 2013,69
1383264003.468312,00:00 on Nov 01 2013,68
1383267608.201975,01:00 on Nov 01 2013,67
1383271212.940829,02:00 on Nov 01 2013,66
1383274817.546483,03:00 on Nov 01 2013,68
1383278422.250189,04:00 on Nov 01 2013,69
1383282026.815039,05:00 on Nov 01 2013,69
1383285631.55939,06:00 on Nov 01 2013,69
1383289236.157849,07:00 on Nov 01 2013,69
1383292840.741303,08:00 on Nov 01 2013,69
1383296445.290506,09:00 on Nov 01 2013,69
1383300049.870691,10:00 on Nov 01 2013,69
1383303654.457478,11:00 on Nov 01 2013,69
1383307258.990468,12:01 on Nov 01 2013,68
1383310863.982877,13:01 on Nov 01 2013,69
1383314468.650845,14:01 on Nov 01 2013,70
1383318073.332604,15:01 on Nov 01 2013,71
1383321678.148301,16:01 on Nov 01 2013,70
1383325282.848746,17:01 on Nov 01 2013,69
1383328887.340554,18:01 on Nov 01 2013,69
1383332492.000376,19:01 on Nov 01 2013,70
1383336096.829772,20:01 on Nov 01 2013,69
1383339701.600615,21:01 on Nov 01 2013,68
1383343306.175214,22:01 on Nov 01 2013,67
1383346910.766952,23:01 on Nov 01 2013,66
1383350515.468815,00:02 on Nov 02 2013,66
1383354122.793405,01:02 on Nov 02 2013,66
1383357727.704008,02:02 on Nov 02 2013,65
1383361332.491554,03:02 on Nov 02 2013,63
1383364937.472358,04:02 on Nov 02 2013,62
1383368542.503255,05:02 on Nov 02 2013,62
1383372147.520529,06:02 on Nov 02 2013,61
1383375752.579894,07:02 on Nov 02 2013,60
1383379357.475138,08:02 on Nov 02 2013,59
1383382962.477402,09:02 on Nov 02 2013,59
1383386567.367973,10:02 on Nov 02 2013,58
1383390172.369684,11:02 on Nov 02 2013,57
1383393777.215827,12:03 on Nov 02 2013,57
1383397382.204269,13:03 on Nov 02 2013,57
1383400988.568186,14:03 on Nov 02 2013,57
1383404593.497882,15:03 on Nov 02 2013,63
1383408198.583467,16:03 on Nov 02 2013,65
1383411803.580477,17:03 on Nov 02 2013,68
1383415408.474817,18:03 on Nov 02 2013,68
1383419013.462612,19:03 on Nov 02 2013,69
1383422618.504542,20:03 on Nov 02 2013,70
1383426223.678851,21:03 on Nov 02 2013,70
1383429828.590918,22:03 on Nov 02 2013,67
1383433433.548163,23:03 on Nov 02 2013,57
1383437039.028156,00:04 on Nov 03 2013,56
1383440643.963164,01:04 on Nov 03 2013,57
1383444248.964304,02:04 on Nov 03 2013,56
1383447853.975167,03:04 on Nov 03 2013,55
1383451459.037466,04:04 on Nov 03 2013,54
1383455064.00774,05:04 on Nov 03 2013,51
1383458668.926303,06:04 on Nov 03 2013,48
1383462274.247745,07:04 on Nov 03 2013,46
1383465879.269192,08:04 on Nov 03 2013,45
1383469484.29708,09:04 on Nov 03 2013,44
1383473089.235267,10:04 on Nov 03 2013,44
1383476694.210506,11:04 on Nov 03 2013,44
1383480299.067833,12:05 on Nov 03 2013,45
1383483903.984746,13:05 on Nov 03 2013,46
1383487508.842059,14:05 on Nov 03 2013,55
1383491113.742146,15:05 on Nov 03 2013,57
1383494718.78772,16:05 on Nov 03 2013,59
1383498324.345426,17:05 on Nov 03 2013,61
1383501929.272599,18:05 on Nov 03 2013,60
1383505534.167786,19:05 on Nov 03 2013,61
1383509139.145823,20:05 on Nov 03 2013,61
1383512744.107765,21:05 on Nov 03 2013,64
1383516349.262769,22:05 on Nov 03 2013,58
1383519954.415482,23:05 on Nov 03 2013,54
1383523559.647736,00:06 on Nov 04 2013,50
1383527164.770846,01:06 on Nov 04 2013,47
1383530770.247762,02:06 on Nov 04 2013,46
1383534375.292648,03:06 on Nov 04 2013,44
1383537980.372398,04:06 on Nov 04 2013,43
1383541585.154254,05:06 on Nov 04 2013,41
1383545190.27145,06:06 on Nov 04 2013,40
1383548795.247741,07:06 on Nov 04 2013,39
1383552400.137817,08:06 on Nov 04 2013,38
1383556004.92409,09:06 on Nov 04 2013,37
1383559609.752127,10:06 on Nov 04 2013,37
1383563214.509514,11:06 on Nov 04 2013,36
1383566819.334472,12:07 on Nov 04 2013,36
